video_path,error_flg_0,error_flg_1,error_flg_2,error_flg_3,error_flg_4
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f5a9968710e27e40d43c49__RU__30__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f645b101c201589b75bcbb__RU__33__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f645b101c201589b75bcbb__RU__33__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f646ee9c6402463056f614__RU__26__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f646ee9c6402463056f614__RU__26__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f657a68dd7a116c9c89e3f__RU__34__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f657a68dd7a116c9c89e3f__RU__34__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f662ada3b52d0bdd0223cf__MD__19__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f662ada3b52d0bdd0223cf__MD__19__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f66eaa04eb641eb4c1eb82__MD__30__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f66eaa04eb641eb4c1eb82__MD__30__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f681085705111a05400fce__RU__39__female__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f681085705111a05400fce__RU__39__female__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f688b050912b51f06f42e4__RU__20__female__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f688b050912b51f06f42e4__RU__20__female__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f68cdf66629e059dc548cd__RU__22__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f68cdf66629e059dc548cd__RU__22__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f68d155c626413412448cb__RU__47__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f68d155c626413412448cb__RU__47__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f690f26883f87caa074a8e__RU__38__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f690f26883f87caa074a8e__RU__38__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f691c4c59d5a68277261d6__RU__16__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f691c4c59d5a68277261d6__RU__16__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f692aaaadb7073e341de46__RU__28__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f692aaaadb7073e341de46__RU__28__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f694fe33ad4832746e7a24__RU__37__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f694fe33ad4832746e7a24__RU__37__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6967de6f0a56bac13bf61__RU__35__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6967de6f0a56bac13bf61__RU__35__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f69aceb960bf23fdbe29d1__UA__25__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f69aceb960bf23fdbe29d1__UA__25__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f69b96e6f0a56bac13e953__RU__36__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f69b96e6f0a56bac13e953__RU__36__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f69b96e6f0a56bac13e953__RU__36__female__7.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f69e5ae6f0a56bac13ff5e__RU__29__female__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f69e5ae6f0a56bac13ff5e__RU__29__female__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6a11cb960bf23fdbe5bc5__RU__32__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6a11cb960bf23fdbe5bc5__RU__32__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6a157ea03277e32c59554__UA__24__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6a157ea03277e32c59554__UA__24__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6a92930f98b6746a2b514__RU__39__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6ab93e31f446d611650be__RU__21__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6ab93e31f446d611650be__RU__21__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6aea9f46a491b6a584acd__BY__29__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6aea9f46a491b6a584acd__BY__29__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6b4145477063533bb11a1__RU__22__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6b4145477063533bb11a1__RU__22__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6c7996883f87caa08e523__RU__24__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6c7996883f87caa08e523__RU__24__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6c8e2b960bf23fdbf7c42__RU__37__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6c8e2b960bf23fdbf7c42__RU__37__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6ce306c2b7f66ceb4b6c2__RU__20__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6ce306c2b7f66ceb4b6c2__RU__20__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6ce4eaadb7073e3435d56__RU__30__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6ce4eaadb7073e3435d56__RU__30__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6d1d6be600b50191915ba__KZ__27__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6d1d6be600b50191915ba__KZ__27__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6d25765dcc22b9a77db9a__RU__21__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6d25765dcc22b9a77db9a__RU__21__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6d77b856f274855759853__RU__33__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6d77b856f274855759853__RU__33__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6dbad28ec07265dbeb141__UA__27__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6dbad28ec07265dbeb141__UA__27__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6eccabe600b501919a6ef__RU__25__female__3.MP4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6eccabe600b501919a6ef__RU__25__female__4.MP4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6f348e6183f5d3b10b8b8__RU__31__male__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f6f348e6183f5d3b10b8b8__RU__31__male__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7618ee31f446d6119f09e__RU__21__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7618ee31f446d6119f09e__RU__21__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f78a4a56ef241fa1f29a6e__RU__26__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f78a4a56ef241fa1f29a6e__RU__26__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f79d6a22870b66392a3e13__UA__27__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f79d6a22870b66392a3e13__UA__27__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7a368e6183f5d3b13a34d__RU__24__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7a368e6183f5d3b13a34d__RU__24__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7b4e828ec07265dc307a8__UZ__19__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7b4e828ec07265dc307a8__UZ__19__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7bc718710e27e40dfa690__RU__22__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7bc718710e27e40dfa690__RU__22__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7c814be600b50191eadca__RU__17__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7c814be600b50191eadca__RU__17__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7cc65f46a491b6a5e93c2__RU__19__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7cc65f46a491b6a5e93c2__RU__19__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7d41b853e7f410f808c5e__RU__33__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7d41b853e7f410f808c5e__RU__33__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7dac133ad48327479a577__KZ__24__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7dac133ad48327479a577__KZ__24__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7de1a50912b51f077ed3d__RU__34__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7de1a50912b51f077ed3d__RU__34__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7e7b4c59d5a68277ef800__RU__52__male__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7e7b4c59d5a68277ef800__RU__52__male__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7eb6a9f53bf202cb0f253__RU__35__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7eb6a9f53bf202cb0f253__RU__35__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7fba401c201589b818e08__RU__27__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f7fba401c201589b818e08__RU__27__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f80e8ee30a0472b0372ea4__RU__26__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f80e8ee30a0472b0372ea4__RU__26__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8198bb510ab3044edcfb4__RU__17__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8198bb510ab3044edcfb4__RU__17__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f89c86b960bf23fdcd4b3b__RU__23__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f89c86b960bf23fdcd4b3b__RU__23__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8c496e30a0472b03b1313__RU__73__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8c496e30a0472b03b1313__RU__73__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8ce5131b218543e9f7869__RU__28__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8ce5131b218543e9f7869__RU__28__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8dcab56ef241fa1fcec5d__RU__26__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8dcab56ef241fa1fcec5d__RU__26__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8e8c9b510ab3044f3bfaf__KZ__40__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8e8c9b510ab3044f3bfaf__KZ__40__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8f56aea03277e32d8a5d3__RU__28__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8f56aea03277e32d8a5d3__RU__28__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f8f9da94ed8f74952c60bb__RU__30__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9040260f8ee61503afc2f__RU__38__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9040260f8ee61503afc2f__RU__38__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9086501c201589b888476__RU__27__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9086501c201589b888476__RU__27__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f916c394ed8f74952e034d__RU__59__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f916c394ed8f74952e034d__RU__59__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f92213c63956136200014a__RU__26__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f92213c63956136200014a__RU__26__male__4.mp4,1,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f92c395c6264134139ab7b__RU__36__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f92c395c6264134139ab7b__RU__36__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f931dee31f446d612a705b__RU__27__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f931dee31f446d612a705b__RU__27__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9337ee5bac7474775d0fb__BY__28__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9337ee5bac7474775d0fb__BY__28__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f93a9bfcdbd802ca6d169b__RU__25__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f93a9bfcdbd802ca6d169b__RU__25__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f94b638dd7a116c9dff66d__RU__41__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f94b638dd7a116c9dff66d__RU__41__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f94f1e7cdcf935532a1222__RU__21__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f94f1e7cdcf935532a1222__RU__21__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9512f66629e059dd8ff6f__RU__21__male__3.MP4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9512f66629e059dd8ff6f__RU__21__male__4.MP4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9614828ec07265dd26d31__RU__28__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f9614828ec07265dd26d31__RU__28__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f962b760f8ee61503f28d0__RU__26__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f962b760f8ee61503f28d0__RU__26__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f962b760f8ee61503f28d0__RU__26__male__7.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f96334c6395613620382e2__RU__26__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f96334c6395613620382e2__RU__26__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f965c122870b6639402347__RU__26__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f965c122870b6639402347__RU__26__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f96d038026097369d5b6da__RU__35__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f96d038026097369d5b6da__RU__35__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f993317486f72e882e3c73__RU__27__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f993317486f72e882e3c73__RU__27__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f994b256ef241fa1042d2e__RU__27__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f994b256ef241fa1042d2e__RU__27__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f99630dc8483566f5819d6__RU__22__MALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61f99630dc8483566f5819d6__RU__22__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa0b6a853e7f410f952790__RU__36__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa0b6a853e7f410f952790__RU__36__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa0d4ca3b52d0bdd1c2425__KZ__25__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa0d4ca3b52d0bdd1c2425__KZ__25__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa2b3ec59d5a682792281c__KZ__40__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa2b3ec59d5a682792281c__KZ__40__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa400e8026097369da559e__RU__38__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa400e8026097369da559e__RU__38__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa40a44a65060b19229575__RU__26__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa40a44a65060b19229575__RU__26__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa458033ad48327490086a__PL__46__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa458033ad48327490086a__PL__46__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa46fc5705111a055a15d1__RU__22__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa46fc5705111a055a15d1__RU__22__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa4b6f50912b51f08e5e40__RU__41__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa4b6f50912b51f08e5e40__RU__41__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa503860f8ee6150448d9e__KZ__31__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa503860f8ee6150448d9e__KZ__31__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa51dc65dcc22b9a925b20__RU__24__male__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa51dc65dcc22b9a925b20__RU__24__male__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa59a628ec07265dd8ab87__RU__37__male__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa59a628ec07265dd8ab87__RU__37__male__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa59a628ec07265dd8ab87__RU__37__male__8.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa5d705477063533d443e8__RU__23__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa5d705477063533d443e8__RU__23__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa5e9c6883f87caa23dcee__RU__38__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa5e9c6883f87caa23dcee__RU__38__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa6dd9c59d5a682795b071__RU__38__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa6dd9c59d5a682795b071__RU__38__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa6ef2b960bf23fddbd61c__RU__22__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa6ef2b960bf23fddbd61c__RU__22__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa7351fcdbd802ca77dbb0__RU__29__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa7351fcdbd802ca77dbb0__RU__29__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa7b05c59d5a6827966b57__RU__22__male__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa7b05c59d5a6827966b57__RU__22__male__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa92fa79bc7308078721fc__RU__29__female__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa92fa79bc7308078721fc__RU__29__female__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001db3fa7--61fa98b07486f72e8838017b__RU__32__female__3.mp4,0,0,0,0,0
